Test Time,Poll,Test,Variables,Iterations,Total Function Evaluations,Function Evaluations Before Optimum,Time,Optimal Value
2020-06-19 14:23:12,OrthoMADS,ARWHEAD,500,6,3500,500,0.7148361206054688,0.0
2020-06-19 14:22:27,LTMADS,ARWHEAD,500,6,5046,47,0.7344849109649658,0.0
2020-06-19 14:24:03,LTMADS,ARWHEAD,500,6,5331,332,1.0149519443511963,0.0
2020-06-19 14:24:04,LTMADS,ARWHEAD,500,6,5736,737,0.7402689456939697,0.0
2020-06-19 14:24:06,LTMADS,ARWHEAD,500,6,5805,806,0.7398691177368164,0.0
2020-06-19 14:24:07,LTMADS,ARWHEAD,500,6,5557,558,0.7495810985565186,0.0
2020-06-19 14:24:08,LTMADS,ARWHEAD,500,6,5672,673,0.7434659004211426,0.0
2020-06-19 14:24:09,LTMADS,ARWHEAD,500,6,5617,618,0.8695600032806396,0.0
2020-06-19 14:24:11,LTMADS,ARWHEAD,500,6,5171,172,1.0175788402557373,0.0
2020-06-19 14:24:12,LTMADS,ARWHEAD,500,6,5457,458,0.7464277744293213,0.0
2020-06-19 14:24:13,LTMADS,ARWHEAD,500,6,5974,975,0.7842109203338623,0.0
2020-06-19 14:24:21,LTMADS,ARWHEAD,500,6,5201,202,0.7455289363861084,0.0
2020-06-19 14:24:23,LTMADS,ARWHEAD,500,6,5139,140,0.7611598968505859,0.0
2020-06-19 14:24:24,LTMADS,ARWHEAD,500,6,5286,287,0.7574591636657715,0.0
2020-06-19 14:24:25,LTMADS,ARWHEAD,500,6,5699,700,1.103044033050537,0.0
2020-06-19 14:24:27,LTMADS,ARWHEAD,500,6,5910,911,0.7706789970397949,0.0
2020-06-19 14:24:28,LTMADS,ARWHEAD,500,6,5338,339,0.7427859306335449,0.0
2020-06-19 14:24:29,LTMADS,ARWHEAD,500,6,5055,56,0.7370951175689697,0.0
2020-06-19 14:24:30,LTMADS,ARWHEAD,500,6,5438,439,0.7824850082397461,0.0
2020-06-19 14:24:32,LTMADS,ARWHEAD,500,6,5955,956,0.7973971366882324,0.0
2020-06-19 14:24:33,LTMADS,ARWHEAD,500,6,5809,810,1.0601630210876465,0.0
2020-06-19 14:24:34,LTMADS,ARWHEAD,500,6,5409,410,0.7574880123138428,0.0
2020-06-19 14:24:35,LTMADS,ARWHEAD,500,6,5026,27,0.7356669902801514,0.0
2020-06-19 14:24:37,LTMADS,ARWHEAD,500,6,5737,738,0.7788701057434082,0.0
2020-06-19 14:24:38,LTMADS,ARWHEAD,500,6,5024,25,0.7242400646209717,0.0
2020-06-19 14:24:39,LTMADS,ARWHEAD,500,6,5782,783,0.85064697265625,0.0
2020-06-19 14:24:41,LTMADS,ARWHEAD,500,6,5665,666,1.093919038772583,0.0
2020-06-19 14:24:42,LTMADS,ARWHEAD,500,6,5777,778,0.7588059902191162,0.0
2020-06-19 14:24:43,LTMADS,ARWHEAD,500,6,5057,58,0.7212238311767578,0.0
2020-06-19 14:24:44,LTMADS,ARWHEAD,500,6,5241,242,0.7356700897216797,0.0
2020-06-19 14:24:46,LTMADS,ARWHEAD,500,6,5828,829,0.7805600166320801,0.0
2020-06-19 15:20:57,OrthoMADS,BDQRTIC,100,1287,129859,129859,4.913361072540283,378.76937289993344
2020-06-19 15:21:39,LTMADS,BDQRTIC,100,1430,174537,174537,7.556797027587891,378.76949272788335
2020-06-19 15:21:45,LTMADS,BDQRTIC,100,1430,175059,175059,6.6608428955078125,378.76949485406425
2020-06-19 15:21:52,LTMADS,BDQRTIC,100,1384,168098,168098,6.577457904815674,378.76947929223104
2020-06-19 15:21:59,LTMADS,BDQRTIC,100,1386,169114,169114,6.202197074890137,378.7694973312968
2020-06-19 15:22:06,LTMADS,BDQRTIC,100,1437,175950,175950,6.923673152923584,378.7694973097709
2020-06-19 15:22:12,LTMADS,BDQRTIC,100,1342,160249,160249,6.153151988983154,378.7694881246306
2020-06-19 15:22:21,LTMADS,BDQRTIC,100,1365,165618,165618,7.875737905502319,378.769496843041
2020-06-19 15:22:32,LTMADS,BDQRTIC,100,1737,214970,214970,10.67175579071045,378.769497949703
2020-06-19 15:22:40,LTMADS,BDQRTIC,100,1477,179110,179110,8.143178939819336,378.76949945990305
2020-06-19 15:22:51,LTMADS,BDQRTIC,100,1907,238019,238019,10.266911029815674,378.7694999393422
2020-06-19 15:22:58,LTMADS,BDQRTIC,100,1510,183109,183109,7.295604944229126,378.76949781070084
2020-06-19 15:23:05,LTMADS,BDQRTIC,100,1383,167091,167091,6.370378017425537,378.76949825759345
2020-06-19 15:23:13,LTMADS,BDQRTIC,100,1439,176153,176153,7.869786024093628,378.7694988757331
2020-06-19 15:23:20,LTMADS,BDQRTIC,100,1445,173593,173593,6.360881805419922,378.76949892861796
2020-06-19 15:23:26,LTMADS,BDQRTIC,100,1362,164684,164684,6.282550811767578,378.76949319039164
2020-06-19 15:23:32,LTMADS,BDQRTIC,100,1374,166065,166065,6.170936107635498,378.76949050177103
2020-06-19 15:23:39,LTMADS,BDQRTIC,100,1388,167799,167799,6.348280191421509,378.76949165695174
2020-06-19 15:23:46,LTMADS,BDQRTIC,100,1432,172502,172502,6.699275970458984,378.7694987579698
2020-06-19 15:23:52,LTMADS,BDQRTIC,100,1345,160080,160080,5.930865049362183,378.769487477543
2020-06-19 15:24:00,LTMADS,BDQRTIC,100,1485,181508,181508,7.3068060874938965,378.76949597631733
2020-06-19 15:24:09,LTMADS,BDQRTIC,100,1742,211100,211100,8.32440996170044,378.7694988055523
2020-06-19 15:24:15,LTMADS,BDQRTIC,100,1441,172522,172522,6.360020160675049,378.76947161516443
2020-06-19 15:24:23,LTMADS,BDQRTIC,100,1485,182825,182825,7.43625807762146,378.7694988239665
2020-06-19 15:24:30,LTMADS,BDQRTIC,100,1440,173279,173279,6.315249919891357,378.7694853758571
2020-06-19 15:24:37,LTMADS,BDQRTIC,100,1458,175763,175763,6.947427034378052,378.7694951096592
2020-06-19 15:24:44,LTMADS,BDQRTIC,100,1494,182958,182958,6.974967002868652,378.7694926846962
2020-06-19 15:24:51,LTMADS,BDQRTIC,100,1398,169469,169469,6.4761810302734375,378.76949247661526
2020-06-19 15:24:57,LTMADS,BDQRTIC,100,1431,171673,171673,6.205734014511108,378.7694876668616
2020-06-19 15:25:05,LTMADS,BDQRTIC,100,1415,170935,170935,7.386262893676758,378.76948997372614
2020-06-19 15:25:13,LTMADS,BDQRTIC,100,1431,174507,174507,7.452515125274658,378.7694998221
2020-06-19 15:53:32,OrthoMADS,BIGGS6,6,10000,80302,80280,2.3845109939575195,0.00022398725328087325
2020-06-19 15:53:33,LTMADS,BIGGS6,6,3142,27518,27518,1.0081069469451904,9.966352275734628e-5
2020-06-19 15:53:34,LTMADS,BIGGS6,6,4445,39009,39009,0.7991838455200195,9.996189247135489e-5
2020-06-19 15:53:35,LTMADS,BIGGS6,6,3008,26380,26380,0.7311708927154541,9.962608852127164e-5
2020-06-19 15:53:37,LTMADS,BIGGS6,6,4845,41939,41939,1.8083248138427734,9.987778669910733e-5
2020-06-19 15:53:39,LTMADS,BIGGS6,6,4606,40991,40991,1.0061640739440918,9.96992359154454e-5
2020-06-19 15:53:41,LTMADS,BIGGS6,6,8010,70107,70107,1.9084157943725586,9.989738169110754e-5
2020-06-19 15:53:42,LTMADS,BIGGS6,6,4243,36970,36970,0.9491190910339355,9.974513047770568e-5
2020-06-19 15:53:43,LTMADS,BIGGS6,6,2581,22556,22556,0.5966000556945801,9.997861490620015e-5
2020-06-19 15:53:45,LTMADS,BIGGS6,6,6611,57141,57141,1.6728670597076416,9.978895878551023e-5
2020-06-19 15:53:47,LTMADS,BIGGS6,6,10000,87611,87575,2.0356950759887695,0.24363873526235102
2020-06-19 15:53:49,LTMADS,BIGGS6,6,6486,56542,56542,1.677933931350708,9.993176500830131e-5
2020-06-19 15:53:51,LTMADS,BIGGS6,6,8348,72731,72731,2.0138590335845947,9.981255698013824e-5
2020-06-19 15:53:53,LTMADS,BIGGS6,6,4993,43327,43327,0.9585399627685547,9.990363545871299e-5
2020-06-19 15:53:53,LTMADS,BIGGS6,6,602,5412,5412,0.14095211029052734,9.995483064810191e-5
2020-06-19 15:53:54,LTMADS,BIGGS6,6,4735,41078,41078,1.053083896636963,9.994576051788815e-5
2020-06-19 15:53:55,LTMADS,BIGGS6,6,1523,13344,13344,0.7538971900939941,9.999755137917658e-5
2020-06-19 15:53:56,LTMADS,BIGGS6,6,3069,27022,27022,0.5989410877227783,9.999719259519061e-5
2020-06-19 15:53:58,LTMADS,BIGGS6,6,5042,43352,43352,0.9984619617462158,9.99594130483322e-5
2020-06-19 15:53:58,LTMADS,BIGGS6,6,663,5815,5815,0.1720118522644043,9.507333421709211e-5
2020-06-19 15:53:59,LTMADS,BIGGS6,6,3582,31368,31368,1.1213569641113281,9.986787564685648e-5
2020-06-19 15:54:00,LTMADS,BIGGS6,6,588,5125,5125,0.12949299812316895,9.864446075095039e-5
2020-06-19 15:54:01,LTMADS,BIGGS6,6,5562,48839,48839,1.0448050498962402,9.969803365147955e-5
2020-06-19 15:54:01,LTMADS,BIGGS6,6,597,5318,5318,0.1149749755859375,9.887853235163513e-5
2020-06-19 15:54:04,LTMADS,BIGGS6,6,10000,87686,87662,2.277927875518799,0.005655713325273945
2020-06-19 15:54:05,LTMADS,BIGGS6,6,3902,34325,34325,0.7739098072052002,9.987456091569529e-5
2020-06-19 15:54:06,LTMADS,BIGGS6,6,3227,28631,28631,0.6654360294342041,9.96159157846102e-5
2020-06-19 15:54:07,LTMADS,BIGGS6,6,4856,41547,41547,1.1781549453735352,9.996947738518175e-5
2020-06-19 15:54:08,LTMADS,BIGGS6,6,2296,20078,20078,0.429379940032959,9.975764611708914e-5
2020-06-19 15:54:10,LTMADS,BIGGS6,6,10000,87630,87606,2.116101026535034,0.00013475055090512753
2020-06-19 15:54:11,LTMADS,BIGGS6,6,604,5325,5325,0.1370408535003662,9.704951353940337e-5
2020-06-19 15:54:11,OrthoMADS,BROWNAL,10,1463,19709,19709,0.3991219997406006,9.977314822921693e-5
2020-06-19 15:54:12,LTMADS,BROWNAL,10,661,9313,9313,0.19118499755859375,9.966512446028559e-5
2020-06-19 15:54:12,LTMADS,BROWNAL,10,248,3406,3406,0.06990194320678711,9.97943418393232e-5
2020-06-19 15:54:12,LTMADS,BROWNAL,10,140,1928,1928,0.04725003242492676,9.195238160028772e-5
2020-06-19 15:54:13,LTMADS,BROWNAL,10,211,2898,2898,0.07244181632995605,9.897382735563148e-5
2020-06-19 15:54:13,LTMADS,BROWNAL,10,308,4288,4288,0.1379690170288086,9.903771518187829e-5
2020-06-19 15:54:14,LTMADS,BROWNAL,10,290,4179,4179,0.13292479515075684,9.957677408624248e-5
2020-06-19 15:54:14,LTMADS,BROWNAL,10,457,6262,6262,0.18549108505249023,9.986795858996627e-5
2020-06-19 15:54:15,LTMADS,BROWNAL,10,241,3304,3304,0.11437582969665527,9.999871532262335e-5
2020-06-19 15:54:15,LTMADS,BROWNAL,10,183,2606,2606,0.09945487976074219,9.666339739326107e-5
2020-06-19 15:54:16,LTMADS,BROWNAL,10,494,6868,6868,0.2262270450592041,9.879800764403423e-5
2020-06-19 15:54:16,LTMADS,BROWNAL,10,147,2025,2025,0.08062601089477539,9.74736600212163e-5
2020-06-19 15:54:17,LTMADS,BROWNAL,10,437,6164,6164,0.19054603576660156,9.83467808753056e-5
2020-06-19 15:54:17,LTMADS,BROWNAL,10,276,3916,3916,0.09965896606445312,9.849772684382727e-5
2020-06-19 15:54:17,LTMADS,BROWNAL,10,184,2529,2529,0.0644369125366211,9.877009716942469e-5
2020-06-19 15:54:18,LTMADS,BROWNAL,10,312,4298,4298,0.10489296913146973,9.967429762406029e-5
2020-06-19 15:54:18,LTMADS,BROWNAL,10,261,3845,3845,0.09398508071899414,9.739219216988991e-5
2020-06-19 15:54:18,LTMADS,BROWNAL,10,429,5935,5935,0.17698097229003906,9.98644227826511e-5
2020-06-19 15:54:19,LTMADS,BROWNAL,10,306,4269,4269,0.1309201717376709,9.967449263771417e-5
2020-06-19 15:54:19,LTMADS,BROWNAL,10,209,2974,2974,0.10202217102050781,9.641065794704024e-5
2020-06-19 15:54:20,LTMADS,BROWNAL,10,242,3336,3336,0.1049950122833252,9.588524076906658e-5
2020-06-19 15:54:20,LTMADS,BROWNAL,10,304,4222,4222,0.1498410701751709,9.88969124184939e-5
2020-06-19 15:54:20,LTMADS,BROWNAL,10,182,2510,2510,0.08821988105773926,9.620181267824864e-5
2020-06-19 15:54:21,LTMADS,BROWNAL,10,201,2734,2734,0.09447908401489258,9.544134679489194e-5
2020-06-19 15:54:21,LTMADS,BROWNAL,10,548,7858,7858,0.2052621841430664,9.702978168678749e-5
2020-06-19 15:54:22,LTMADS,BROWNAL,10,102,1431,1431,0.05497598648071289,9.712419737585863e-5
2020-06-19 15:54:22,LTMADS,BROWNAL,10,271,3842,3842,0.1147451400756836,9.890511285005286e-5
2020-06-19 15:54:23,LTMADS,BROWNAL,10,328,4832,4832,0.8437221050262451,9.93634124259109e-5
2020-06-19 15:54:23,LTMADS,BROWNAL,10,130,1810,1810,0.06653213500976562,7.558063937748298e-5
2020-06-19 15:54:24,LTMADS,BROWNAL,10,333,4519,4519,0.14157795906066895,9.846551832249093e-5
2020-06-19 15:54:24,LTMADS,BROWNAL,10,423,6072,6072,0.1784050464630127,9.839297129035728e-5
2020-06-19 15:55:29,OrthoMADS,BROWNAL,100,10000,1026864,1026864,59.29825496673584,56.11136270360222
2020-06-19 15:56:46,LTMADS,BROWNAL,100,10000,1340604,1340604,76.65820789337158,0.0007891484161516004
2020-06-19 15:58:04,LTMADS,BROWNAL,100,10000,1349006,1349006,77.49648189544678,0.000602108588135434
2020-06-19 15:59:21,LTMADS,BROWNAL,100,10000,1350253,1350053,76.6770510673523,0.00084586910322438
2020-06-19 16:00:32,LTMADS,BROWNAL,100,10000,1344240,1343840,70.87207102775574,0.005079815599625845
2020-06-19 16:01:41,LTMADS,BROWNAL,100,10000,1336395,1336395,68.28537011146545,0.0042468903488832935
2020-06-19 16:02:56,LTMADS,BROWNAL,100,10000,1346018,1346018,74.26341700553894,0.0076986094528111735
2020-06-19 16:04:07,LTMADS,BROWNAL,100,10000,1344068,1344068,71.28865599632263,0.0009878197266888853
2020-06-19 16:05:15,LTMADS,BROWNAL,100,10000,1347110,1346910,67.14322996139526,0.0001766327171590099
2020-06-19 16:06:22,LTMADS,BROWNAL,100,10000,1347078,1346878,66.2307939529419,0.0006797633459098987
2020-06-19 16:07:28,LTMADS,BROWNAL,100,10000,1338807,1338207,65.60345697402954,0.0009183588440223355
2020-06-19 16:08:35,LTMADS,BROWNAL,100,10000,1346151,1346151,66.81684803962708,0.0009424820176271219
2020-06-19 16:09:42,LTMADS,BROWNAL,100,10000,1343255,1343255,67.27412009239197,0.001290769238379697
2020-06-19 16:10:49,LTMADS,BROWNAL,100,10000,1345131,1344931,65.85398888587952,0.0009501761324739472
2020-06-19 16:11:55,LTMADS,BROWNAL,100,10000,1343276,1343276,66.24497103691101,0.00020290397025037393
2020-06-19 16:13:07,LTMADS,BROWNAL,100,10000,1349218,1349218,71.01842188835144,0.0037034977216704825
2020-06-19 16:14:13,LTMADS,BROWNAL,100,10000,1338677,1338677,66.20702695846558,0.0020657744753350684
2020-06-19 16:15:19,LTMADS,BROWNAL,100,10000,1340011,1339811,65.68182015419006,0.0022475354663117945
2020-06-19 16:15:32,LTMADS,BROWNAL,100,1514,198735,198735,11.897176027297974,9.991822701559704e-5
2020-06-19 16:16:38,LTMADS,BROWNAL,100,10000,1342011,1342011,66.26025485992432,0.0004038101479387089
2020-06-19 16:17:44,LTMADS,BROWNAL,100,10000,1346800,1346800,65.46337509155273,0.0003404983020175779
2020-06-19 16:17:55,LTMADS,BROWNAL,100,1522,200117,200117,10.094307899475098,9.854261198095553e-5
2020-06-19 16:19:01,LTMADS,BROWNAL,100,10000,1348231,1348231,65.6620101928711,0.0010294982982173152
2020-06-19 16:19:11,LTMADS,BROWNAL,100,1380,179129,179129,9.729009866714478,9.945939809916503e-5
2020-06-19 16:20:21,LTMADS,BROWNAL,100,10000,1342796,1342796,69.88217997550964,0.00840619444387052
2020-06-19 16:20:32,LTMADS,BROWNAL,100,1530,200726,200726,10.297390937805176,9.963228342163693e-5
2020-06-19 16:21:38,LTMADS,BROWNAL,100,10000,1349880,1349880,65.78738307952881,0.004566192682719481
2020-06-19 16:22:44,LTMADS,BROWNAL,100,10000,1344596,1344396,65.86794710159302,0.006713697277629922
2020-06-19 16:23:50,LTMADS,BROWNAL,100,10000,1325186,1324786,65.12416791915894,0.004923237004976963
2020-06-19 16:24:56,LTMADS,BROWNAL,100,10000,1345278,1345278,65.83084416389465,0.00014898049607819472
2020-06-19 16:26:02,LTMADS,BROWNAL,100,10000,1344257,1344257,66.13937187194824,0.00010597498272908611
2020-06-19 16:26:32,OrthoMADS,BROWNAL,1000,27,1,0,10.915667057037354,2.5024975074804783e8
